SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,gender_Male,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,churn_probability,risk_segment
0,1,1,54,1,1,0,1,0,1,1,1,1,105.2,5637.85,0,True,True,False,True,False,False,True,False,0.2227799691835906,Low Risk
0,0,0,42,1,0,0,0,0,0,0,0,1,19.55,839.4,0,True,False,True,True,False,False,False,True,0.025390442998772578,Low Risk
0,1,0,9,1,0,0,0,0,0,0,1,1,79.75,769.1,0,False,True,False,False,False,False,True,False,0.6992573069783318,High Risk
0,0,0,63,1,1,0,1,0,0,1,1,0,97.45,6253.0,0,False,True,False,False,True,False,False,False,0.07828653076532364,Low Risk
0,1,0,69,1,1,0,0,0,0,0,0,0,24.25,1641.8,0,False,False,True,False,True,False,False,False,0.0034053787216157105,Low Risk
0,0,0,69,1,1,0,0,0,0,0,0,0,24.6,1678.05,0,False,False,True,False,True,True,False,False,0.0032210631953217333,Low Risk
0,1,0,40,1,0,0,1,0,0,0,0,1,50.15,2058.5,0,True,False,False,False,False,False,False,True,0.1269102828118537,Low Risk
0,0,0,60,0,0,1,1,1,0,0,0,0,39.6,2424.5,0,True,False,False,False,True,False,False,False,0.009953189893784365,Low Risk
0,0,0,4,1,0,1,0,1,1,0,1,1,94.4,387.2,1,False,True,False,False,False,False,False,False,0.4522808458820284,Medium Risk
1,0,0,71,1,1,1,1,1,1,1,1,0,89.85,6293.45,0,False,False,False,False,True,False,False,True,0.014090362841355203,Low Risk
0,1,0,37,1,1,0,0,1,0,0,0,1,78.95,2839.65,1,False,True,False,False,False,True,False,False,0.3752364404508952,Medium Risk
0,1,0,32,1,1,0,1,0,0,1,1,1,98.85,3145.9,0,True,True,False,False,False,True,False,False,0.5369417387911725,Medium Risk
0,0,0,39,1,1,0,0,0,1,0,0,1,53.85,2200.7,0,True,False,False,False,True,True,False,False,0.03745350393723971,Low Risk
0,0,0,38,1,1,0,0,0,0,0,0,1,24.25,914.4,0,False,False,True,True,False,False,True,False,0.05437562438736566,Low Risk
0,0,0,52,1,1,0,0,1,0,0,1,1,89.45,4577.75,0,True,True,False,False,True,True,False,False,0.11869578205781005,Low Risk
0,1,1,48,1,1,1,1,0,0,1,1,1,105.25,4997.5,0,False,True,False,False,False,True,False,False,0.2921040915841866,Low Risk
0,1,1,70,0,0,1,0,1,1,1,1,0,59.5,4144.8,0,True,False,False,False,True,False,False,False,0.009445837707106042,Low Risk
0,0,0,20,1,0,0,0,0,0,0,0,0,70.55,1493.55,0,True,True,False,False,False,True,False,False,0.36201424370093005,Medium Risk
0,0,0,50,1,1,1,0,1,1,1,1,1,82.5,4179.1,0,False,False,False,True,False,True,False,False,0.06194459174509697,Low Risk
0,0,0,19,0,0,0,0,0,0,1,1,1,44.85,893.55,1,False,False,False,True,False,True,False,False,0.30738510230093474,Low Risk
0,1,1,25,1,0,1,1,1,0,0,0,1,61.6,1611.0,0,True,False,False,True,False,False,False,False,0.06445039110787784,Low Risk
0,0,0,12,1,0,0,1,0,0,0,0,1,49.05,593.05,0,True,False,False,False,False,False,False,False,0.2846586444846985,Low Risk
1,1,0,39,1,1,0,1,1,0,1,1,1,105.65,4284.8,1,True,True,False,False,False,False,True,False,0.6444973415441846,Medium Risk
0,0,0,7,1,0,0,0,1,0,0,0,0,74.65,544.55,1,True,True,False,False,False,False,False,True,0.48763686210185014,Medium Risk
0,1,1,23,1,0,1,1,1,1,0,0,1,66.25,1533.8,0,False,False,False,True,False,False,False,True,0.05157163664641147,Low Risk
0,0,0,27,1,0,0,0,0,0,0,0,1,19.4,529.8,0,True,False,True,False,False,False,True,False,0.12588631293568614,Low Risk
1,0,0,47,1,1,0,0,0,0,1,0,1,86.05,3865.6,0,True,True,False,False,False,True,False,False,0.4071553985647347,Medium Risk
0,1,1,26,1,0,0,0,0,0,0,0,1,19.15,515.75,0,True,False,True,False,True,True,False,False,0.020535669125401546,Low Risk
0,1,0,14,1,1,1,0,0,0,1,0,1,64.7,941.0,1,False,False,False,False,False,False,False,False,0.33694717209377223,Medium Risk
1,1,0,11,1,1,0,0,1,1,1,1,1,104.05,1133.65,1,False,True,False,False,False,False,False,False,0.6677990576855984,High Risk
0,0,1,2,1,0,0,0,0,0,0,0,0,19.25,48.35,0,True,False,True,False,False,False,False,True,0.1589627948161195,Low Risk
0,1,1,26,1,0,1,1,0,0,0,0,0,81.95,2070.05,0,False,True,False,False,False,False,True,False,0.24670678589967013,Low Risk
1,1,0,72,1,1,1,1,1,1,1,1,1,114.65,8333.95,0,False,True,False,False,True,False,False,False,0.063923156666127,Low Risk
0,1,1,63,1,0,0,0,0,0,0,0,0,20.0,1209.25,0,False,False,True,False,True,True,False,False,0.0024416623212549647,Low Risk
0,1,1,71,1,0,0,0,0,0,0,0,0,19.8,1396.25,0,True,False,True,False,True,False,False,True,0.0019249295541804337,Low Risk
0,1,1,11,1,1,1,0,0,0,1,0,1,65.15,723.35,0,True,False,False,False,False,False,False,False,0.31732585767842325,Low Risk
1,1,0,14,1,0,0,0,0,0,0,0,0,19.65,228.65,0,True,False,True,True,False,False,False,True,0.07213183220525406,Low Risk
0,0,1,13,1,1,1,1,1,1,1,1,0,88.95,1161.75,0,False,False,False,False,True,True,False,False,0.050103338839088886,Low Risk
0,0,1,6,1,0,0,0,0,0,0,0,1,20.2,98.35,0,True,False,True,False,False,False,False,True,0.185712798863678,Low Risk
1,1,1,11,1,1,0,0,0,0,0,0,1,75.2,775.3,0,True,True,False,False,False,True,False,False,0.5825799311295334,Medium Risk
0,1,0,18,1,1,0,1,0,0,0,0,0,56.8,1074.65,0,True,False,False,False,False,True,False,False,0.22833929353280563,Low Risk
0,0,0,1,0,0,0,0,0,0,0,1,1,35.55,35.55,1,True,False,False,False,False,False,True,False,0.6987881390926357,High Risk
0,1,0,32,1,0,1,0,0,0,0,0,1,75.5,2324.7,0,False,True,False,False,False,False,False,False,0.27284376495300694,Low Risk
0,0,0,29,0,0,1,0,0,1,0,0,0,35.6,1072.6,0,True,False,False,True,False,False,False,True,0.060669443849733114,Low Risk
0,0,0,3,1,1,0,0,0,0,1,0,1,60.25,170.5,0,False,False,False,False,False,False,True,False,0.616340554327173,Medium Risk
0,0,0,2,1,1,0,0,0,0,1,1,1,95.15,196.9,1,False,True,False,False,False,False,True,False,0.8249286780475368,High Risk
0,1,1,13,1,0,0,0,1,0,1,1,1,96.65,1162.85,1,True,True,False,False,False,False,False,True,0.6036184805294788,Medium Risk
0,0,0,41,0,0,0,1,0,0,0,1,1,40.35,1677.85,0,False,False,False,False,False,False,True,False,0.2619290321067006,Low Risk
0,0,0,1,1,0,0,0,0,0,0,0,0,18.85,18.85,0,False,False,True,False,False,False,True,False,0.24634190227155328,Low Risk
0,0,0,7,1,0,0,0,0,0,1,0,0,54.85,370.4,0,True,False,False,False,False,False,False,True,0.3466226886860636,Medium Risk
0,1,0,52,1,0,1,0,1,0,1,0,1,64.3,3410.6,0,False,False,False,True,False,False,False,True,0.04707304919055988,Low Risk
0,1,1,45,1,1,0,0,0,0,0,0,1,24.65,1138.8,0,False,False,True,False,True,False,False,False,0.012182397683790572,Low Risk
0,1,0,70,1,1,0,1,1,1,1,0,0,76.1,5264.25,0,True,False,False,False,True,True,False,False,0.011523009538589455,Low Risk
0,0,0,53,1,0,0,0,0,0,0,0,0,18.7,1005.7,0,False,False,True,False,True,False,False,True,0.00524216195885974,Low Risk
1,1,0,62,1,1,0,1,1,0,1,0,1,97.95,5936.55,0,False,True,False,True,False,True,False,False,0.17463990654829367,Low Risk
0,1,0,60,1,1,1,1,0,0,0,1,1,94.1,5475.9,0,False,True,False,False,False,True,False,False,0.19816467002062926,Low Risk
1,1,0,3,1,0,0,0,0,0,1,0,1,80.4,224.05,1,False,True,False,False,False,False,True,False,0.7625227647265134,High Risk
1,1,0,23,1,0,1,0,0,0,1,1,1,95.1,2326.05,0,False,True,False,False,False,False,True,False,0.6089330758921093,Medium Risk
0,0,1,1,0,0,0,1,0,0,0,0,1,31.35,31.35,1,True,False,False,False,False,False,False,True,0.48017357898544794,Medium Risk
0,0,0,67,1,0,1,0,1,1,0,1,1,72.35,4991.5,0,False,False,False,True,False,False,False,False,0.021160591715747138,Low Risk
0,0,0,12,1,1,0,1,0,0,1,0,1,89.75,1052.4,1,False,True,False,False,False,False,False,False,0.6139364508055036,Medium Risk
1,1,0,71,1,1,1,1,1,1,0,1,1,82.7,5831.2,0,False,False,False,False,True,False,False,False,0.014424606827735144,Low Risk
0,0,0,25,1,0,0,0,0,0,0,0,0,19.9,510.8,0,True,False,True,True,False,True,False,False,0.0345651103584586,Low Risk
0,0,0,5,1,1,1,0,0,0,0,0,1,53.8,283.95,0,False,False,False,False,False,False,True,False,0.44064957340223304,Medium Risk
0,0,0,26,1,1,0,0,0,0,0,0,1,51.55,1295.4,0,True,False,False,True,False,True,False,False,0.1478304065787566,Low Risk
0,1,1,1,1,0,0,0,0,0,0,0,0,19.65,19.65,0,True,False,True,True,False,False,False,True,0.09165751754932094,Low Risk
1,0,0,70,0,0,0,1,1,0,1,0,1,44.05,3011.65,0,True,False,False,True,False,True,False,False,0.0386258464516729,Low Risk
0,1,1,72,1,1,1,1,1,1,1,1,1,114.0,8093.15,0,True,True,False,False,True,False,True,False,0.06247270720471158,Low Risk
0,1,0,60,1,0,0,1,0,0,1,1,1,94.4,5610.25,1,True,True,False,True,False,False,True,False,0.21855934414370207,Low Risk
1,1,1,32,1,1,0,1,0,0,1,1,1,100.4,3217.65,0,False,True,False,False,False,False,True,False,0.6205170361572281,Medium Risk
0,0,0,1,1,0,0,0,0,0,0,0,1,19.85,19.85,1,True,False,True,False,False,False,True,False,0.3294988387370932,Low Risk
0,0,0,14,1,1,0,1,0,0,0,0,1,54.25,773.2,0,False,False,False,True,False,False,False,True,0.20498082214313382,Low Risk
0,0,0,13,1,1,1,0,0,0,0,0,1,80.0,1029.35,0,False,True,False,False,False,True,False,False,0.47717136594786147,Medium Risk
0,0,0,6,1,1,0,1,1,1,1,1,1,109.9,669.45,1,False,True,False,False,False,True,False,False,0.6153712553816946,Medium Risk
0,0,0,46,1,1,1,0,1,0,1,1,0,79.2,3593.8,0,False,False,False,False,True,False,False,True,0.03877105027240754,Low Risk
0,0,0,15,1,0,0,0,1,1,1,1,1,101.35,1553.95,1,True,True,False,False,False,False,True,False,0.6351823740408747,Medium Risk
1,1,0,43,1,1,0,1,0,1,1,0,1,94.3,3953.15,0,True,True,False,False,False,False,True,False,0.4381187316148865,Medium Risk
0,0,0,39,1,0,0,0,0,1,0,0,1,49.8,1971.15,0,True,False,False,False,True,False,False,False,0.028336894830935877,Low Risk
1,0,0,21,1,0,0,0,1,0,1,0,1,60.05,1236.15,1,True,False,False,False,False,False,False,False,0.32542172490285803,Low Risk
0,0,0,57,0,0,1,0,1,0,1,1,1,53.75,3196.0,0,True,False,False,False,False,False,True,False,0.17638808723874355,Low Risk
0,1,0,53,1,0,0,0,0,1,1,1,1,93.45,4872.2,0,False,True,False,True,False,False,True,False,0.21327417813295416,Low Risk
0,1,1,18,1,0,1,0,1,0,1,0,1,87.9,1500.5,0,True,True,False,False,False,False,False,True,0.3984587905099529,Medium Risk
0,0,0,1,1,1,0,0,0,0,0,1,1,60.15,60.15,1,False,False,False,False,False,False,True,False,0.6354576097844683,Medium Risk
0,1,0,58,1,1,1,0,0,1,0,0,1,61.05,3478.75,0,False,False,False,True,False,False,False,False,0.026091104453031342,Low Risk
1,0,0,71,1,1,0,0,1,0,1,1,0,104.05,7413.55,0,False,True,False,False,True,False,False,False,0.09238156018621572,Low Risk
0,0,0,35,1,0,0,0,1,1,1,1,1,99.25,3532.0,0,False,True,False,True,False,False,True,False,0.32213176866650045,Low Risk
0,0,0,3,1,0,0,0,1,0,0,1,0,85.7,256.75,0,True,True,False,False,False,True,False,False,0.5522416809577982,Medium Risk
0,0,0,38,1,1,1,1,0,0,1,1,1,104.85,3887.25,0,True,True,False,True,False,False,True,False,0.3334732450108314,Medium Risk
0,1,1,35,1,1,1,1,1,1,0,0,1,69.15,2490.15,0,True,False,False,False,True,True,False,False,0.022304959423435692,Low Risk
0,0,0,7,1,1,0,0,1,0,1,0,1,90.45,593.45,1,True,True,False,False,False,False,True,False,0.7604444890049954,High Risk
0,0,0,47,1,0,0,0,1,1,1,1,0,74.45,3510.3,0,False,False,False,False,True,False,False,True,0.028914272053878504,Low Risk
0,0,0,14,1,0,0,1,0,0,0,0,0,50.45,765.45,0,False,False,False,False,False,False,True,False,0.26832202511152853,Low Risk
1,1,0,20,1,0,0,1,0,0,0,1,1,60.0,1259.35,0,False,False,False,False,False,False,True,False,0.393624293306993,Medium Risk
0,1,0,66,1,1,1,1,0,1,1,1,0,85.25,5538.35,0,True,False,False,False,True,False,True,False,0.01946813573229363,Low Risk
0,1,0,15,1,0,0,0,0,0,0,0,1,19.45,340.85,0,True,False,True,False,False,True,False,False,0.14720773966632358,Low Risk
0,0,0,42,1,0,0,0,0,0,0,0,1,20.75,844.45,0,False,False,True,False,True,False,False,False,0.012247266785399988,Low Risk
0,1,0,17,1,1,1,0,0,0,0,0,0,78.9,1348.95,0,False,True,False,False,False,False,True,False,0.4588239495748432,Medium Risk
0,0,0,37,1,1,0,1,0,1,1,1,1,104.5,3778.0,0,True,True,False,True,False,True,False,False,0.2615846348579833,Low Risk
0,0,0,12,1,0,0,1,0,0,0,0,1,49.4,611.65,0,False,False,False,False,False,False,True,False,0.3625237007729178,Medium Risk
0,1,0,53,1,0,0,1,0,0,1,1,1,94.25,4867.95,1,True,True,False,True,False,False,False,False,0.18786041295419362,Low Risk
0,0,0,60,1,1,0,0,0,0,0,0,0,25.0,1505.05,0,False,False,True,False,True,False,False,True,0.005489631644723302,Low Risk
0,1,1,18,0,0,0,0,0,0,0,0,0,25.55,467.85,0,True,False,False,False,False,True,False,False,0.2402352990551391,Low Risk
0,0,0,1,1,1,0,0,0,0,0,0,1,74.9,74.9,1,True,True,False,False,False,False,True,False,0.7603391896592293,High Risk
0,0,0,3,1,0,0,0,0,0,0,0,1,70.15,194.2,0,False,True,False,False,False,False,True,False,0.6843789158101512,High Risk
0,0,1,9,1,0,0,0,0,1,1,1,1,69.4,571.45,0,False,False,False,False,False,True,False,False,0.3092064740932706,Low Risk
0,0,0,1,1,0,0,0,0,0,1,0,1,80.25,80.25,1,False,True,False,False,False,False,True,False,0.7444146985481652,High Risk
0,1,0,56,1,1,1,1,1,0,0,0,1,93.15,5253.95,0,True,True,False,True,False,False,True,False,0.1503124010850251,Low Risk
0,1,1,17,1,0,0,0,0,0,0,0,1,69.0,1149.65,1,True,True,False,False,False,False,True,False,0.5243920906864835,Medium Risk
0,1,1,11,1,1,0,0,0,1,0,1,1,66.35,740.8,1,False,False,False,False,False,False,True,False,0.4133199942432688,Medium Risk
0,0,0,7,1,0,0,0,0,0,0,0,1,69.55,521.35,0,True,True,False,False,False,False,True,False,0.6604985773549374,High Risk
0,1,1,69,1,0,0,0,0,0,0,0,0,20.2,1412.65,0,False,False,True,False,True,False,False,False,0.0019651613639275482,Low Risk
0,0,0,19,1,1,0,0,0,0,0,1,1,86.0,1532.45,1,True,True,False,False,False,False,False,False,0.6043988228041768,Medium Risk
0,1,1,3,1,0,0,0,0,0,0,1,1,80.3,250.05,1,False,True,False,False,False,False,True,False,0.6930857902222579,High Risk
0,1,1,54,1,0,0,0,0,0,0,0,0,20.4,1090.6,0,True,False,True,False,True,True,False,False,0.003878443728019859,Low Risk
0,1,0,62,1,1,0,0,0,0,0,0,1,23.75,1446.8,0,True,False,True,True,False,True,False,False,0.012792917275798019,Low Risk
0,0,0,24,1,1,0,1,0,0,1,0,1,90.55,2282.55,1,True,True,False,False,False,True,False,False,0.5300848647859311,Medium Risk
0,1,1,62,1,1,0,0,0,0,1,1,1,70.45,4300.45,0,False,False,False,False,False,True,False,False,0.12039791928346302,Low Risk
0,0,0,17,1,1,1,0,0,0,0,1,0,65.75,1111.2,0,True,False,False,False,False,False,False,False,0.2391577866870747,Low Risk
0,0,0,9,0,0,0,0,0,0,0,0,1,24.6,190.1,0,True,False,False,False,False,False,False,True,0.4814376306644898,Medium Risk
0,1,1,64,1,0,1,0,1,1,1,0,0,69.25,4447.75,0,True,False,False,False,True,False,False,True,0.006844650541764329,Low Risk
0,0,0,2,1,1,0,0,0,0,0,0,1,75.9,143.35,1,False,True,False,False,False,False,True,False,0.7503564767199414,High Risk
0,1,1,1,1,0,0,0,0,0,0,0,1,45.85,45.85,1,True,False,False,False,False,False,False,True,0.3937082545694402,Medium Risk
0,1,0,16,0,0,0,0,0,1,1,1,1,49.95,810.2,1,False,False,False,False,False,False,True,False,0.525529276846869,Medium Risk
0,1,0,72,1,1,0,0,0,0,0,0,0,24.65,1830.05,0,False,False,True,False,True,False,False,False,0.003057000145655649,Low Risk
0,0,0,30,1,1,1,1,1,0,0,0,0,90.4,2820.65,0,True,True,False,True,False,False,False,False,0.14729351759212403,Low Risk
0,1,0,49,1,1,1,0,0,0,1,1,1,100.85,4847.35,0,False,True,False,False,False,False,False,True,0.3847141838197462,Medium Risk
0,1,0,61,1,1,1,0,1,1,0,1,0,75.35,4729.3,0,True,False,False,False,True,True,False,False,0.012739321405664621,Low Risk
0,1,1,47,1,1,0,1,0,0,1,0,0,87.2,4017.45,0,True,True,False,False,False,False,True,False,0.30316670374056304,Low Risk
0,0,0,20,1,0,1,0,1,0,0,1,0,64.4,1398.6,0,True,False,False,False,False,True,False,False,0.1663967362147832,Low Risk
0,1,1,34,1,0,0,0,0,0,1,0,0,78.3,2564.3,1,True,True,False,False,False,False,True,False,0.35218077305605694,Medium Risk
0,1,1,70,1,1,0,0,0,0,0,0,0,24.7,1685.9,0,False,False,True,False,True,False,False,False,0.0026326063516702598,Low Risk
0,0,1,54,1,0,1,1,0,1,1,1,1,105.85,5826.65,0,True,True,False,True,False,False,True,False,0.1282834074920295,Low Risk
1,1,0,61,1,1,0,1,1,1,1,0,1,98.3,6066.55,0,True,True,False,True,False,False,False,True,0.15129060205862285,Low Risk
0,0,0,3,1,1,0,0,0,0,0,0,1,76.95,228.4,1,True,True,False,False,False,False,True,False,0.7500891644359372,High Risk
0,0,0,13,1,0,0,0,0,0,0,0,0,19.45,270.2,0,True,False,True,True,False,False,False,True,0.06538387104054329,Low Risk
1,0,0,16,1,1,0,0,0,0,1,1,1,96.15,1529.2,1,False,True,False,False,False,False,True,False,0.7843264382897257,High Risk
0,1,1,3,1,0,0,1,0,0,1,0,1,58.7,168.6,0,False,False,False,False,False,True,False,False,0.3532813404002709,Medium Risk
0,0,0,25,1,0,0,0,0,0,0,0,1,20.15,536.35,0,True,False,True,False,False,False,False,True,0.1054105684640748,Low Risk
0,0,0,30,1,1,1,0,0,0,0,1,1,64.5,1888.45,0,True,False,False,False,False,False,False,True,0.22970582484963215,Low Risk
0,1,0,21,0,0,1,0,0,0,0,0,0,28.5,629.35,0,False,False,False,False,False,False,True,False,0.25426059237538534,Low Risk
0,0,0,1,1,0,0,0,0,0,0,0,0,45.3,45.3,1,True,False,False,False,False,False,True,False,0.42405628799880973,Medium Risk
0,0,0,15,1,0,0,0,0,0,0,0,0,19.4,289.3,1,False,False,True,False,False,False,False,False,0.10428912054238286,Low Risk
1,1,0,23,1,0,0,0,0,0,1,1,1,90.45,2117.25,0,True,True,False,False,False,False,True,False,0.6961550829215117,High Risk
0,1,1,45,1,1,1,1,0,0,1,1,1,105.15,4730.9,0,False,True,False,False,False,False,True,False,0.4072121812971095,Medium Risk
0,1,1,24,1,1,0,1,1,0,0,0,0,83.15,2033.05,0,False,True,False,True,False,False,False,False,0.189015916908444,Low Risk
0,0,0,11,1,1,0,0,0,1,1,0,0,90.15,987.95,1,False,True,False,False,False,False,True,False,0.5771887597133096,Medium Risk
0,0,0,1,1,0,0,0,0,0,0,0,0,45.05,45.05,1,True,False,False,False,False,False,False,True,0.35032045985879134,Medium Risk
0,1,0,56,1,1,0,0,1,1,1,1,0,103.2,5744.35,0,False,True,False,False,True,False,False,False,0.08172292360005874,Low Risk
0,0,0,1,1,0,0,1,0,0,0,0,0,75.8,75.8,1,False,True,False,False,False,False,True,False,0.5752618670927442,Medium Risk
0,0,0,1,1,0,0,0,0,0,0,0,0,19.45,19.45,0,True,False,True,False,False,False,True,False,0.25152299379355436,Low Risk
0,0,0,7,1,0,0,0,0,0,0,1,1,79.3,523.15,1,False,True,False,False,False,False,True,False,0.7033612115787717,High Risk
1,1,0,55,1,0,0,0,1,1,1,0,0,88.8,4805.3,0,False,True,False,False,True,True,False,False,0.04771777395726826,Low Risk
0,0,0,2,0,0,0,0,0,1,0,0,1,30.9,59.05,1,False,False,False,False,False,False,True,False,0.5472864136140494,Medium Risk
0,1,1,72,1,1,1,0,1,1,1,1,1,85.9,6110.75,0,False,False,False,False,True,True,False,False,0.014262803770266166,Low Risk
1,0,0,45,0,0,0,0,0,0,0,1,0,34.2,1596.6,0,False,False,False,True,False,False,True,False,0.11616925447823313,Low Risk
0,0,0,47,1,0,0,0,0,0,0,0,0,20.15,1046.2,0,False,False,True,False,True,False,False,True,0.007265827546788677,Low Risk
1,0,0,46,1,0,0,1,0,0,1,1,0,95.25,4424.2,1,False,True,False,True,False,True,False,False,0.17847698770591788,Low Risk
0,0,0,2,1,0,0,1,0,0,0,0,1,50.3,92.75,0,True,False,False,False,False,False,False,True,0.38914569163145263,Medium Risk
0,1,0,2,1,0,1,0,0,1,0,0,1,80.15,194.55,0,False,True,False,False,False,False,True,False,0.519623393223458,Medium Risk
0,1,0,12,1,0,0,1,0,0,0,0,1,51.25,612.1,0,False,False,False,False,False,False,True,False,0.3702859927257501,Medium Risk
1,1,0,68,1,1,0,1,0,0,0,1,1,89.6,6127.6,1,False,True,False,False,False,False,False,False,0.2577525138818571,Low Risk
0,1,1,69,1,0,0,0,0,1,1,1,1,95.2,6671.7,0,True,True,False,False,True,True,False,False,0.048770004812225785,Low Risk
1,0,1,56,1,0,1,0,0,0,1,1,0,94.8,5264.3,0,True,True,False,True,False,True,False,False,0.09278415125238895,Low Risk
1,0,0,4,1,1,1,0,0,0,0,0,1,80.25,303.7,0,False,True,False,False,False,False,True,False,0.6823967877792906,High Risk
0,1,0,64,1,1,0,1,1,1,1,0,1,76.1,4818.8,0,True,False,False,False,True,False,False,False,0.02133320652520382,Low Risk
0,1,0,59,1,1,1,1,1,0,1,1,1,110.15,6448.05,1,True,True,False,True,False,False,True,False,0.23520453185584903,Low Risk
0,1,1,62,1,1,1,1,1,1,1,1,0,115.55,7159.05,0,True,True,False,False,True,False,False,False,0.040823038864228535,Low Risk
0,1,1,63,1,1,0,0,0,0,0,0,0,24.65,1574.5,0,True,False,True,False,True,True,False,False,0.0036084549170748376,Low Risk
0,0,0,53,0,0,1,1,1,1,1,0,1,53.6,2879.2,0,False,False,False,True,False,False,True,False,0.052779472073548335,Low Risk
0,1,1,5,1,0,0,0,0,0,0,0,0,19.45,86.05,0,True,False,True,False,False,False,False,True,0.1432804041100583,Low Risk
1,1,0,49,1,1,1,1,1,0,0,0,1,88.2,4159.45,0,True,True,False,False,False,False,True,False,0.30633084882895856,Low Risk
0,1,1,62,1,1,1,0,0,0,1,1,1,101.15,6638.35,0,False,True,False,False,True,False,False,False,0.08642301553878258,Low Risk
0,1,0,55,1,0,1,1,0,1,0,0,0,56.8,3112.05,0,False,False,False,False,True,False,False,True,0.006662382328245791,Low Risk
1,1,0,71,1,0,1,1,1,1,1,0,1,99.4,7168.25,0,False,True,False,False,True,False,True,False,0.04556869953160455,Low Risk
0,1,1,72,1,0,0,0,0,0,0,0,1,20.1,1326.25,0,False,False,True,False,True,True,False,False,0.00230006618466378,Low Risk
0,1,1,36,0,0,1,0,1,1,1,1,0,60.7,2234.55,0,True,False,False,True,False,True,False,False,0.061675177236644875,Low Risk
0,1,0,25,1,0,0,0,0,0,0,0,1,20.95,495.15,0,True,False,True,True,False,False,False,False,0.05298032022280347,Low Risk
1,1,0,72,1,1,1,1,1,1,1,1,1,114.85,8317.95,0,False,True,False,False,True,False,False,False,0.06376303716712792,Low Risk
0,0,0,36,1,0,0,0,0,0,0,0,1,19.25,679.8,0,False,False,True,True,False,False,False,False,0.030305025300712392,Low Risk
0,0,0,1,1,0,0,0,0,0,1,1,1,62.8,62.8,0,True,False,False,False,False,False,False,True,0.5480197207494631,Medium Risk
0,1,0,72,1,1,1,0,1,0,1,1,1,105.5,7544.0,0,False,True,False,False,True,False,True,False,0.10879341424376132,Low Risk
0,1,1,59,1,0,0,0,0,0,0,0,0,19.85,1188.25,0,True,False,True,False,True,False,False,True,0.00340589813321201,Low Risk
1,1,0,7,1,0,0,0,0,0,1,1,1,89.5,676.7,1,True,True,False,False,False,False,True,False,0.7873938329963354,High Risk
0,0,0,1,1,0,0,0,1,1,1,1,0,74.1,74.1,0,False,False,False,True,False,True,False,False,0.19797533282439023,Low Risk
0,1,1,30,1,1,0,1,1,1,1,1,1,107.5,3242.5,0,False,True,False,False,False,False,True,False,0.5119868816348324,Medium Risk
0,0,0,64,1,0,0,0,0,0,0,0,0,19.55,1240.15,0,True,False,True,False,True,False,False,True,0.003234842575912242,Low Risk
0,0,0,63,1,1,1,1,1,1,0,0,0,68.8,4111.35,0,True,False,False,True,False,False,False,False,0.013093377154576615,Low Risk
1,1,0,72,1,1,1,1,1,0,1,1,0,84.45,5899.85,0,True,False,False,False,True,True,False,False,0.016356552491591448,Low Risk
0,1,0,8,1,0,1,0,0,0,0,0,0,75.0,632.95,1,True,True,False,False,False,False,True,False,0.46960451827456345,Medium Risk
0,0,0,62,1,1,0,1,1,1,1,1,0,84.5,5193.2,0,False,False,False,False,True,False,False,False,0.020957737096984015,Low Risk
0,1,1,67,1,1,0,1,1,1,1,1,1,111.2,7530.8,0,True,True,False,False,True,False,False,False,0.07336504578130497,Low Risk
0,0,0,6,1,0,0,0,0,0,0,0,0,44.75,270.95,1,True,False,False,False,False,False,True,False,0.37415553669228274,Medium Risk
0,1,1,70,1,1,1,0,0,1,1,1,1,80.6,5460.2,0,False,False,False,False,True,False,False,False,0.014603143235527707,Low Risk
1,0,0,20,1,0,0,0,0,0,1,0,0,80.7,1614.2,0,False,True,False,False,False,False,False,False,0.46094868173103526,Medium Risk
0,0,0,5,1,1,0,0,0,0,0,0,0,75.6,402.5,0,False,True,False,False,False,False,True,False,0.6519144219393043,Medium Risk
0,1,1,24,0,0,1,1,1,0,1,1,0,57.6,1367.75,0,False,False,False,True,False,False,True,False,0.14905525992463403,Low Risk
0,1,0,11,1,0,0,0,0,0,0,0,1,44.05,483.7,1,False,False,False,False,False,False,True,False,0.4133272778741075,Medium Risk
0,1,0,72,1,1,0,1,1,1,1,1,1,110.6,7962.2,0,True,True,False,False,True,True,False,False,0.07447879395300736,Low Risk
0,1,1,66,1,0,1,1,0,1,0,0,1,58.2,3810.8,0,False,False,False,False,True,True,False,False,0.004725679970545931,Low Risk
0,1,1,45,1,0,1,0,1,1,1,1,1,81.0,3533.6,0,False,False,False,False,True,False,False,True,0.025961978192857466,Low Risk
0,1,1,69,1,0,0,0,0,0,0,0,0,19.7,1396.9,0,False,False,True,False,True,False,False,False,0.0019523169642170627,Low Risk
1,1,0,15,1,1,0,0,0,0,0,1,1,85.6,1345.55,1,True,True,False,False,False,False,False,False,0.6792223658971119,High Risk
0,0,0,28,1,0,0,0,1,0,1,0,1,59.55,1646.45,0,False,False,False,False,False,False,False,False,0.23796363848921456,Low Risk
